base_pkg,adv_pkg,categories,typomind_cat
apollo-logger-link,apollo-logger-link,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
apollo-reporting-protobuf,apollo-reporting-protobuf,['Letter Duplicated and Replaced'],NA
apollo-server,apollo-server,['Letter Duplicated and Replaced'],NA
apollo-server-cache-redis,apollo-server-cache-redis,['Letter Duplicated and Replaced'],NA
apollo-server-caching,apollo-server-caching,['Letter Duplicated and Replaced'],NA
apollo-server-core,apollo-server-core,['Letter Duplicated and Replaced'],NA
apollo-server-env,apollo-server-env,['Letter Duplicated and Replaced'],NA
apollo-server-errors,apollo-server-errors,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
apollo-server-express,apollo-server-express,['Letter Duplicated and Replaced'],NA
apollo-server-fastify,apollo-server-fastify,['Letter Duplicated and Replaced'],NA
apollo-server-hapi,apollo-server-hapi,['Letter Duplicated and Replaced'],NA
apollo-server-koa,apollo-server-koa,['Letter Duplicated and Replaced'],NA
apollo-server-lambda,apollo-server-lambda,['Letter Duplicated and Replaced'],NA
apollo-server-micro,apollo-server-micro,['Letter Duplicated and Replaced'],NA
apollo-server-module-graphiql,apollo-server-module-graphiql,['Letter Duplicated and Replaced'],NA
apollo-server-plugin-base,apollo-server-plugin-base,['Letter Duplicated and Replaced'],NA
apollo-server-plugin-response-cache,apollo-server-plugin-response-cache,['Letter Duplicated and Replaced'],NA
apollo-server-testing,apollo-server-testing,['Letter Duplicated and Replaced'],NA
apollo-server-types,apollo-server-types,['Letter Duplicated and Replaced'],NA
apollo-tracing,apollo-tracing,['Letter Duplicated and Replaced'],NA
apollo-upload-client,apollo-upload-client,['Letter Duplicated and Replaced'],NA
apollo-utilities,apollo-utilities,['Letter Duplicated and Replaced'],NA
apollo3-cache-persist,apollo3-cache-persist,['Letter Duplicated and Replaced'],NA
apollo3-cache-persist,apollo-cache-persist,['Character Removed'],NA
app-builder-bin,app-builder-bin,['Letter Duplicated and Replaced'],NA
app-builder-lib,app-builder-lib,['Letter Duplicated and Replaced'],NA
app-module-path,app-module-path,['Letter Duplicated and Replaced'],NA
app-path,app-path,['Letter Duplicated and Replaced'],NA
app-root-dir,app-root-dir,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
app-root-path,app-root-path,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
apparatus,apparatus.ts,['Suffix Added'],NA
apparatus,apparatus,['Letter Duplicated and Replaced'],NA
appboy-web-sdk,appboy-web-sdk,['Letter Duplicated and Replaced'],NA
appcenter,appcenter,['Letter Duplicated and Replaced'],NA
appcenter-analytics,appcenter-analytics,['Letter Duplicated and Replaced'],NA
appcenter-cli,appcenter-cli,['Letter Duplicated and Replaced'],NA
appcenter-crashes,appcenter-crashes,['Letter Duplicated and Replaced'],NA
appcenter-file-upload-client,appcenter-file-upload-client,['Letter Duplicated and Replaced'],NA
appcenter-file-upload-client-node,appcenter-file-upload-client-node,['Letter Duplicated and Replaced'],NA
appcenter-link-scripts,appcenter-link-scripts,['Letter Duplicated and Replaced'],NA
appdirectory,appdirectory,['Letter Duplicated and Replaced'],NA
appdirsjs,appdirsjs,['Letter Duplicated and Replaced'],NA
appdmg,appdmg,['Letter Duplicated and Replaced'],NA
appdynamics,appdynamics,['Letter Duplicated and Replaced'],NA
append,append,['Letter Duplicated and Replaced'],NA
append-buffer,append-buffer,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
append-field,append-field,['Letter Duplicated and Replaced'],NA
append-query,append-query,['Letter Duplicated and Replaced'],NA
append-transform,append-transform,['Letter Duplicated and Replaced'],NA
append-type,append-type,['Letter Duplicated and Replaced'],NA
appium,appium,['Letter Duplicated and Replaced'],NA
appium-adb,appium-adb,['Letter Duplicated and Replaced'],NA
appium-adb,appium-idb,['Swap Vowel'],NA
appium-adb,appium-sdb,['Close Letters on QWERTY Keyboard'],NA
appium-android-driver,appium-android-driver,['Letter Duplicated and Replaced'],NA
appium-base-driver,appium-base-driver,['Letter Duplicated and Replaced'],NA
appium-chromedriver,appium-chromedriver,['Letter Duplicated and Replaced'],NA
appium-espresso-driver,appium-espresso-driver,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
appium-fake-driver,appium-fake-driver,['Letter Duplicated and Replaced'],NA
appium-flutter-driver,appium-flutter-driver,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
appium-geckodriver,appium-geckodriver,['Letter Duplicated and Replaced'],NA
appium-idb,appium-adb,['Swap Vowel'],NA
appium-idb,appium-idb,['Letter Duplicated and Replaced'],NA
appium-ios-device,appium-ios-device,['Letter Duplicated and Replaced'],NA
appium-ios-driver,appium-ios-driver,['Letter Duplicated and Replaced'],NA
appium-ios-simulator,appium-ios-simulator,['Letter Duplicated and Replaced'],NA
appium-mac-driver,appium-mac-driver,['Letter Duplicated and Replaced'],NA
appium-mac2-driver,appium-mac-driver,['Character Removed'],NA
appium-mac2-driver,appium-mac2-driver,['Letter Duplicated and Replaced'],NA
appium-remote-debugger,appium-remote-debugger,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
appium-safari-driver,appium-safari-driver,['Letter Duplicated and Replaced'],NA
appium-sdb,appium-adb,['Close Letters on QWERTY Keyboard'],NA
appium-sdb,appium-sdb,['Letter Duplicated and Replaced'],NA
appium-support,appium-support,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
appium-tizen-driver,appium-tizen-driver,['Letter Duplicated and Replaced'],NA
appium-uiautomator2-driver,appium-uiautomator2-driver,['Letter Duplicated and Replaced'],NA
appium-uiautomator2-server,appium-uiautomator2-server,['Letter Duplicated and Replaced'],NA
appium-webdriveragent,appium-webdriveragent,['Letter Duplicated and Replaced'],NA
appium-windows-driver,appium-windows-driver,['Letter Duplicated and Replaced'],NA
appium-xcode,appium-xcode,['Letter Duplicated and Replaced'],NA
appium-xcuitest-driver,appium-xcuitest-driver,['Letter Duplicated and Replaced'],NA
appium-youiengine-driver,appium-youiengine-driver,['Letter Duplicated and Replaced'],NA
applause,applause,['Letter Duplicated and Replaced'],NA
arch,rch,['Character Removed'],NA
arch,anch,['Ascii Homoglpyh'],NA
arch,arch3,['Suffix Added'],NA
arch,arc,['Character Removed'],NA
arch,arh,['Character Removed'],NA
arch,ach,['Character Removed'],NA
archive-type,archive-typ,['Character Removed'],NA
archive-type,rchive-type,['Character Removed'],NA
archiver,archive,['Character Removed'],NA
archy,arcty,['Close Letters on QWERTY Keyboard'],NA
archy,arch,['Character Removed'],NA
are-passive-events-supported,are-passive-events-supported,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
arg,adg,['Close Letters on QWERTY Keyboard'],NA
arg,arb,['Close Letters on QWERTY Keyboard'],NA
arg,art,['Close Letters on QWERTY Keyboard'],NA
arg,arrg,"['Double hit character', 'Letter Duplicated']",NA
arg,atg,['Close Letters on QWERTY Keyboard'],NA
arg,arng,['Double hit character'],NA
arg,args,['Suffix Added'],NA
arg,agr,['Letters Swapped'],NA
arg,wrg,['Close Letters on QWERTY Keyboard'],NA
arg,xrg,['Close Letters on QWERTY Keyboard'],NA
arg,arn,['Close Letters on QWERTY Keyboard'],NA
arg,arg.js,['Suffix Added'],NA
arg,aag,['Letter Duplicated and Replaced'],NA
arg,ary,['Close Letters on QWERTY Keyboard'],NA
arg,afg,['Close Letters on QWERTY Keyboard'],NA
arg,arf,['Close Letters on QWERTY Keyboard'],NA
arg,arv,['Close Letters on QWERTY Keyboard'],NA
arg,arr,['Close Letters on QWERTY Keyboard'],NA
arg,urg,['Swap Vowel'],NA
arg,agg,['Close Letters on QWERTY Keyboard'],NA
arg,arh,['Close Letters on QWERTY Keyboard'],NA
arg,aeg,['Close Letters on QWERTY Keyboard'],NA
arg,nrg,['Bit Flips'],NA
arg,ag,['Character Removed'],NA
argh,agh,['Character Removed'],NA
argh,arh,['Character Removed'],NA
argh,arg,['Character Removed'],NA
argh,rgh,['Character Removed'],NA
args,argsjs,['Suffix Added'],NA
args,ars,['Character Removed'],NA
args,rgs,['Character Removed'],NA
args,yrgs,['Swap Vowel'],NA
args,ags,['Character Removed'],NA
args,argd,['Close Letters on QWERTY Keyboard'],NA
args,arge,['Close Letters on QWERTY Keyboard'],NA
args,arg,['Character Removed'],NA
args-js,argsjs,"['Character Removed', 'Separator Removed']",NA
argsarray,argsarray,['Letter Duplicated and Replaced'],NA
argv,rgv,['Character Removed'],NA
argv,arrgv,"['Double hit character', 'Letter Duplicated']",NA
argv,arg,['Character Removed'],NA
argv,argf,['Close Letters on QWERTY Keyboard'],NA
argv,arv,['Character Removed'],NA
argv,argd,['Close Letters on QWERTY Keyboard'],NA
argv,agv,['Character Removed'],NA
argv-formatter,argv-formatter,['Letter Duplicated and Replaced'],NA
argv-tools,argv-tools,['Letter Duplicated and Replaced'],NA
aria-hidden,aria-hidden,['Letter Duplicated and Replaced'],NA
arr-diff,arr-diff,['Letter Duplicated and Replaced'],NA
arr-exclude,arr-exclude,['Letter Duplicated and Replaced'],NA
arr-filter,arr-filter,['Letter Duplicated and Replaced'],NA
arr-flatten,arr-flatten,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
arr-map,arr-map,['Letter Duplicated and Replaced'],NA
arr-pluck,arr-pluck,['Letter Duplicated and Replaced'],NA
arr-rotate,arr-rotate,['Letter Duplicated and Replaced'],NA
arr-swap,arr-swap,['Letter Duplicated and Replaced'],NA
arr-union,arr-union,['Letter Duplicated and Replaced'],NA
array-back,array-back,['Letter Duplicated and Replaced'],NA
array-bounds,array-bounds,['Letter Duplicated and Replaced'],NA
array-differ,array-differ,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
array-each,array-each,['Letter Duplicated and Replaced'],NA
array-equal,array-equal,['Letter Duplicated and Replaced'],NA
array-every,array-every,['Letter Duplicated and Replaced'],NA
array-extended,array-extended,['Letter Duplicated and Replaced'],NA
array-filter,array-filter,['Letter Duplicated and Replaced'],NA
array-find,array-find,['Letter Duplicated and Replaced'],NA
array-find-index,array-find-index,['Letter Duplicated and Replaced'],NA
array-flat-polyfill,array-flat-polyfill,['Letter Duplicated and Replaced'],NA
array-flatten,array-flatten,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
array-from,array-from,['Letter Duplicated and Replaced'],NA
array-ify,array-ify,['Letter Duplicated and Replaced'],NA
array-includes,array-includes,['Letter Duplicated and Replaced'],NA
array-index,array-index,['Letter Duplicated and Replaced'],NA
array-indexofobject,array-indexofobject,['Letter Duplicated and Replaced'],NA
array-initial,array-initial,['Letter Duplicated and Replaced'],NA
array-intersection,array-intersection,['Letter Duplicated and Replaced'],NA
array-iterate,array-iterate,['Letter Duplicated and Replaced'],NA
array-last,array-last,['Letter Duplicated and Replaced'],NA
array-map,array-map,['Letter Duplicated and Replaced'],NA
array-move,array-move,['Letter Duplicated and Replaced'],NA
array-next,array-next,['Letter Duplicated and Replaced'],NA
array-normalize,array-normalize,['Letter Duplicated and Replaced'],NA
array-parallel,array-parallel,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
array-pull-all-with-glob,array-pull-all-with-glob,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
array-range,array-range,['Letter Duplicated and Replaced'],NA
array-rearrange,array-rearrange,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
array-reduce,array-reduce,['Letter Duplicated and Replaced'],NA
array-series,array-series,['Letter Duplicated and Replaced'],NA
array-shuffle,array-shuffle,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
array-slice,array-slice,['Letter Duplicated and Replaced'],NA
array-sort,array-sort,['Letter Duplicated and Replaced'],NA
array-source,array-source,['Letter Duplicated and Replaced'],NA
array-timsort,array-timsort,['Letter Duplicated and Replaced'],NA
array-to-error,array-to-error,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
array-to-sentence,array-to-sentence,['Letter Duplicated and Replaced'],NA
array-tree-filter,array-tree-filter,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
array-union,array-union,['Letter Duplicated and Replaced'],NA
array-uniq,array-uniq,['Letter Duplicated and Replaced'],NA
array-unique,array-unique,['Letter Duplicated and Replaced'],NA
array.partial,array.partial,['Letter Duplicated and Replaced'],NA
array.prototype.every,array.prototype.every,['Letter Duplicated and Replaced'],NA
array.prototype.filter,array.prototype.filter,['Letter Duplicated and Replaced'],NA
array.prototype.find,array.prototype.find,['Letter Duplicated and Replaced'],NA
array.prototype.findindex,array.prototype.findindex,['Letter Duplicated and Replaced'],NA
array.prototype.flat,array.prototype.flat,['Letter Duplicated and Replaced'],NA
array.prototype.flatmap,array.prototype.flatmap,['Letter Duplicated and Replaced'],NA
array.prototype.flatten,array.prototype.flatten,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
array.prototype.foreach,array.prototype.foreach,['Letter Duplicated and Replaced'],NA
array.prototype.map,array.prototype.map,['Letter Duplicated and Replaced'],NA
arraybuffer.slice,arraybuffer.slice,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
arrayiffy-if-string,arrayiffy-if-string,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
arrayify-compact,arrayify-compact,['Letter Duplicated and Replaced'],NA
arrgv,argv,"['Character Removed', 'Character Removed']",NA
arrgv,arrgv,['Letter Duplicated and Replaced'],NA
arrify,arrify,['Letter Duplicated and Replaced'],NA
arrify,arify,"['Character Removed', 'Character Removed']",NA
arrivals,arrivals,['Letter Duplicated and Replaced'],NA
art,arg,['Close Letters on QWERTY Keyboard'],NA
art,irt,['Swap Vowel'],NA
art,adt,['Close Letters on QWERTY Keyboard'],NA
art,arr,['Close Letters on QWERTY Keyboard'],NA
art,urt,['Swap Vowel'],NA
art,xrt,['Close Letters on QWERTY Keyboard'],NA
art,at,['Character Removed'],NA
art,aet,['Close Letters on QWERTY Keyboard'],NA
art,wrt,['Close Letters on QWERTY Keyboard'],NA
art,aat,['Letter Duplicated and Replaced'],NA
art,arh,['Close Letters on QWERTY Keyboard'],NA
art,ary,['Close Letters on QWERTY Keyboard'],NA
art,agt,['Close Letters on QWERTY Keyboard'],NA
art,frt,['Bit Flips'],NA
art,atr,['Letters Swapped'],NA
art,att,['Close Letters on QWERTY Keyboard'],NA
art,srt,['Close Letters on QWERTY Keyboard'],NA
art,brt,['Bit Flips'],NA
art,aft,['Close Letters on QWERTY Keyboard'],NA
art,art4,['Suffix Added'],NA
art-template,ant-template,['Ascii Homoglpyh'],NA
art-template,srt-template,['Close Letters on QWERTY Keyboard'],NA
art-template,at-template,['Character Removed'],NA
artillery,ortillery,"['Ascii Homoglpyh', 'Swap Vowel']",NA
artillery,artillery,['Letter Duplicated and Replaced'],NA
artillery-plugin-statsd,artillery-plugin-statsd,['Letter Duplicated and Replaced'],NA
as-array,as-array,['Letter Duplicated and Replaced'],NA
as-array,is-array,['Swap Vowel'],NA
as-number,is-number,['Swap Vowel'],NA
as-number,ss-number,['Close Letters on QWERTY Keyboard'],NA
as-number,aa-number,"['Close Letters on QWERTY Keyboard', 'Letter Duplicated and Replaced']",NA
as-table,aw-table,['Close Letters on QWERTY Keyboard'],NA
as-table,fs-table,['Bit Flips'],NA
asana,asyna,['Swap Vowel'],NA
asap,sap,['Character Removed'],NA
asap,asal,['Close Letters on QWERTY Keyboard'],NA
asap,aap,['Character Removed'],NA
asap,asag,['Ascii Homoglpyh'],NA
asap,asp,['Character Removed'],NA
asap,asa,['Character Removed'],NA
asar,aar,['Character Removed'],NA
asar,sar,['Character Removed'],NA
asar,asag,['Close Letters on QWERTY Keyboard'],NA
asar,nsar,['Bit Flips'],NA
asar,qasar,['Double hit character'],NA
asar,asr,['Character Removed'],NA
asar,assr,"['Close Letters on QWERTY Keyboard', 'Letter Duplicated and Replaced']",NA
asar,isar,['Swap Vowel'],NA
asar,asir,['Swap Vowel'],NA
ascallback,ascallback,['Letter Duplicated and Replaced'],NA
ascii-table,ascii_table,['Separator Changed'],NA
ascii-table,ascii-tables,['Suffix Added'],NA
ascii-table,ascii-table,['Letter Duplicated and Replaced'],NA
asciidoctor-opal-runtime,asciidoctor-opal-runtime,['Letter Duplicated and Replaced'],NA
asciidoctor.js,asciidoctor.js,['Letter Duplicated and Replaced'],NA
ascli,awcli,['Close Letters on QWERTY Keyboard'],NA
asn1,asn,['Character Removed'],NA
asn1,asn1js,['Suffix Added'],NA
asn1,as1,['Character Removed'],NA
asn1,asn1.js,['Suffix Added'],NA
asn1.js,asn1js,"['Character Removed', 'Separator Removed']",NA
assemble-core,assemble-core,['Letter Duplicated and Replaced'],NA
assemble-fs,assemble-fs,['Letter Duplicated and Replaced'],NA
assemble-handle,assemble-handle,['Letter Duplicated and Replaced'],NA
assemble-loader,assembly-loader,['Swap Vowel'],NA
assemble-loader,assemble-loader,['Letter Duplicated and Replaced'],NA
assemble-render-file,assemble-render-file,['Letter Duplicated and Replaced'],NA
assemble-streams,assemble-stream,['Character Removed'],NA
assemble-streams,assemble-streams,['Letter Duplicated and Replaced'],NA
assert,assert,['Letter Duplicated and Replaced'],NA
assert,asset,['Character Removed'],NA
assert,assertjs,['Suffix Added'],NA
assert-args,assert-args,['Letter Duplicated and Replaced'],NA
assert-never,assert-never,['Letter Duplicated and Replaced'],NA
assert-node-version,assert-node-version,['Letter Duplicated and Replaced'],NA
assert-options,assert-options,['Letter Duplicated and Replaced'],NA
assert-plus,assert-plus,['Letter Duplicated and Replaced'],NA
assert-valid-glob-opts,assert-valid-glob-opts,['Letter Duplicated and Replaced'],NA
assertion-error,assertion-error,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
assertion-error-formatter,assertion-error-formatter,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
asset-resolver,asset-resolver,['Letter Duplicated and Replaced'],NA
assets,assets,['Letter Duplicated and Replaced'],NA
assets,asset,['Character Removed'],NA
assets-webpack-plugin,assets-webpack-plugin,['Letter Duplicated and Replaced'],NA
assign-deep,assign-deep,"['Letter Duplicated and Replaced', 'Letter Duplicated and Replaced']",NA
assign-symbols,assign-symbols,['Letter Duplicated and Replaced'],NA
assignment,assignmnt,['Character Removed'],NA
assignment,assignment,['Letter Duplicated and Replaced'],NA
assignment,assignment1,['Suffix Added'],NA
ast-transform,wast-transform,['Double hit character'],NA
astring,ustring,['Swap Vowel'],NA
astring,string,['Character Removed'],NA
astw,atw,['Character Removed'],NA
astw,ast,['Character Removed'],NA
astw,stw,['Character Removed'],NA
astw,asw,['Character Removed'],NA
async,aync,['Character Removed'],NA
async,acync,['Close Letters on QWERTY Keyboard'],NA
